YearQuarter,Industry,Gender,Average Weekly Ordinary Time Hours Paid,Average Weekly Overtime Hours Paid,Average Total (Ordinary Time + Overtime) Weekly Hours Paid
1994Q3,Financial and Insurance Services,Female,33.59,0.77,34.36
1994Q4,Financial and Insurance Services,Female,33.97,0.93,34.89
1995Q1,Financial and Insurance Services,Female,33.53,0.88,34.41
1995Q2,Financial and Insurance Services,Female,32.91,1.02,33.93
1995Q3,Financial and Insurance Services,Female,33.09,0.73,33.83
1995Q4,Financial and Insurance Services,Female,32.73,0.98,33.71
1996Q1,Financial and Insurance Services,Female,32.98,0.83,33.82
1996Q2,Financial and Insurance Services,Female,32.88,0.8,33.67
1996Q3,Financial and Insurance Services,Female,33.06,0.51,33.58
1996Q4,Financial and Insurance Services,Female,32.9,0.73,33.64
1997Q1,Financial and Insurance Services,Female,32.64,0.78,33.42
1997Q2,Financial and Insurance Services,Female,32.59,0.65,33.24
1997Q3,Financial and Insurance Services,Female,31.97,0.78,32.75
1997Q4,Financial and Insurance Services,Female,31.74,0.83,32.57
1998Q1,Financial and Insurance Services,Female,31.06,0.75,31.82
1998Q2,Financial and Insurance Services,Female,32.43,0.89,33.32
1998Q3,Financial and Insurance Services,Female,32.96,0.93,33.89
1998Q4,Financial and Insurance Services,Female,33.09,0.78,33.87
1999Q1,Financial and Insurance Services,Female,32.75,0.78,33.54
1999Q2,Financial and Insurance Services,Female,33.33,0.91,34.24
1999Q3,Financial and Insurance Services,Female,33.31,0.63,33.94
1999Q4,Financial and Insurance Services,Female,33.24,0.64,33.88
2000Q1,Financial and Insurance Services,Female,34.13,0.62,34.74
2000Q2,Financial and Insurance Services,Female,33.2,0.55,33.75
2000Q3,Financial and Insurance Services,Female,33.29,0.49,33.79
2000Q4,Financial and Insurance Services,Female,33.19,0.52,33.71
2001Q1,Financial and Insurance Services,Female,33.33,0.55,33.88
2001Q2,Financial and Insurance Services,Female,33.64,0.56,34.2
2001Q3,Financial and Insurance Services,Female,33.57,0.43,34
2001Q4,Financial and Insurance Services,Female,33.15,0.48,33.62
2002Q1,Financial and Insurance Services,Female,33.24,0.55,33.79
2002Q2,Financial and Insurance Services,Female,33.01,0.55,33.56
2002Q3,Financial and Insurance Services,Female,32.58,0.47,33.05
2002Q4,Financial and Insurance Services,Female,33.18,0.53,33.71
2003Q1,Financial and Insurance Services,Female,32.52,0.56,33.08
2003Q2,Financial and Insurance Services,Female,32.69,0.52,33.21
2003Q3,Financial and Insurance Services,Female,32.26,0.5,32.77
2003Q4,Financial and Insurance Services,Female,31.19,0.5,31.69
2004Q1,Financial and Insurance Services,Female,32.32,0.47,32.78
2004Q2,Financial and Insurance Services,Female,32.85,0.51,33.36
2004Q3,Financial and Insurance Services,Female,32,0.37,32.37
2004Q4,Financial and Insurance Services,Female,32.03,0.4,32.43
2005Q1,Financial and Insurance Services,Female,31.58,0.5,32.08
2005Q2,Financial and Insurance Services,Female,31.4,0.4,31.8
2005Q3,Financial and Insurance Services,Female,30.6,0.43,31.02
2005Q4,Financial and Insurance Services,Female,30.39,0.45,30.85
2006Q1,Financial and Insurance Services,Female,31.18,0.42,31.59
2006Q2,Financial and Insurance Services,Female,32.09,0.47,32.56
2006Q3,Financial and Insurance Services,Female,32.39,0.35,32.74
2006Q4,Financial and Insurance Services,Female,32.71,0.33,33.04
2007Q1,Financial and Insurance Services,Female,32.55,0.36,32.92
2007Q2,Financial and Insurance Services,Female,32.64,0.31,32.96
2007Q3,Financial and Insurance Services,Female,33.02,0.22,33.24
2007Q4,Financial and Insurance Services,Female,32.78,0.21,32.99
2008Q1,Financial and Insurance Services,Female,32.48,0.22,32.7
2008Q2,Financial and Insurance Services,Female,32.3,0.24,32.53
2008Q3,Financial and Insurance Services,Female,32.34,0.2,32.54
2008Q4,Financial and Insurance Services,Female,32.29,0.19,32.48
2009Q1,Financial and Insurance Services,Female,32.55,0.21,32.76
2009Q2,Financial and Insurance Services,Female,32.39,0.16,32.55
2009Q3,Financial and Insurance Services,Female,32.35,0.2,32.55
2009Q4,Financial and Insurance Services,Female,32.01,0.21,32.22
2010Q1,Financial and Insurance Services,Female,32.39,0.27,32.65
2010Q2,Financial and Insurance Services,Female,32.45,0.23,32.69
2010Q3,Financial and Insurance Services,Female,32.34,0.2,32.53
2010Q4,Financial and Insurance Services,Female,32.79,0.22,33.01
2011Q1,Financial and Insurance Services,Female,33.62,0.27,33.89
2011Q2,Financial and Insurance Services,Female,33.61,0.26,33.87
2011Q3,Financial and Insurance Services,Female,33.23,0.21,33.44
2011Q4,Financial and Insurance Services,Female,32.84,0.24,33.09
2012Q1,Financial and Insurance Services,Female,33.09,0.27,33.36
2012Q2,Financial and Insurance Services,Female,33.72,0.22,33.94
2012Q3,Financial and Insurance Services,Female,33.62,0.18,33.81
2012Q4,Financial and Insurance Services,Female,33.67,0.22,33.9
2013Q1,Financial and Insurance Services,Female,33.67,0.21,33.88
2013Q2,Financial and Insurance Services,Female,33.6,0.22,33.82
2013Q3,Financial and Insurance Services,Female,33.45,0.2,33.65
2013Q4,Financial and Insurance Services,Female,33.49,0.2,33.69
2014Q1,Financial and Insurance Services,Female,34.18,0.29,34.47
2014Q2,Financial and Insurance Services,Female,33.64,0.26,33.9
2014Q3,Financial and Insurance Services,Female,33.75,0.22,33.98
2014Q4,Financial and Insurance Services,Female,34.99,0.2,35.19
2015Q1,Financial and Insurance Services,Female,34.04,0.29,34.33
2015Q2,Financial and Insurance Services,Female,34.21,0.28,34.49
2015Q3,Financial and Insurance Services,Female,34.1,0.23,34.32
2015Q4,Financial and Insurance Services,Female,33.44,0.19,33.63
2016Q1,Financial and Insurance Services,Female,33.11,0.27,33.38
2016Q2,Financial and Insurance Services,Female,34.43,0.27,34.69
2016Q3,Financial and Insurance Services,Female,33.93,0.22,34.16
2016Q4,Financial and Insurance Services,Female,33.79,0.22,34.01
2017Q1,Financial and Insurance Services,Female,34.38,0.32,34.7
2017Q2,Financial and Insurance Services,Female,33.81,0.3,34.11
2017Q3,Financial and Insurance Services,Female,33.99,0.26,34.25
2017Q4,Financial and Insurance Services,Female,34.2,0.24,34.44
2018Q1,Financial and Insurance Services,Female,33.9,0.28,34.17
2018Q2,Financial and Insurance Services,Female,33.51,0.28,33.79
2018Q3,Financial and Insurance Services,Female,34.22,0.22,34.43
2018Q4,Financial and Insurance Services,Female,33.92,0.27,34.19
1989Q1,Financial and Insurance Services,Both Sexes,34.86,0.53,35.39
1989Q2,Financial and Insurance Services,Both Sexes,34.94,0.51,35.46
1989Q3,Financial and Insurance Services,Both Sexes,34.82,0.48,35.31
1989Q4,Financial and Insurance Services,Both Sexes,34.44,0.52,34.96
1990Q1,Financial and Insurance Services,Both Sexes,34.25,0.53,34.78
1990Q2,Financial and Insurance Services,Both Sexes,34.93,0.57,35.5
1990Q3,Financial and Insurance Services,Both Sexes,34.74,0.52,35.26
1990Q4,Financial and Insurance Services,Both Sexes,34.73,0.55,35.28
1991Q1,Financial and Insurance Services,Both Sexes,34.75,0.49,35.24
1991Q2,Financial and Insurance Services,Both Sexes,34.93,0.52,35.45
1991Q3,Financial and Insurance Services,Both Sexes,34.97,0.46,35.44
1991Q4,Financial and Insurance Services,Both Sexes,35.15,0.49,35.64
1992Q1,Financial and Insurance Services,Both Sexes,35.21,0.43,35.64
1992Q2,Financial and Insurance Services,Both Sexes,35.11,0.5,35.62
1992Q3,Financial and Insurance Services,Both Sexes,35.03,0.49,35.52
1992Q4,Financial and Insurance Services,Both Sexes,34.83,0.64,35.48
1993Q1,Financial and Insurance Services,Both Sexes,34.53,0.68,35.2
1993Q2,Financial and Insurance Services,Both Sexes,34.45,0.6,35.04
1993Q3,Financial and Insurance Services,Both Sexes,34.41,0.57,34.98
1993Q4,Financial and Insurance Services,Both Sexes,34.78,0.73,35.51
1994Q1,Financial and Insurance Services,Both Sexes,34.85,0.65,35.5
1994Q2,Financial and Insurance Services,Both Sexes,35.45,0.83,36.28
1994Q3,Financial and Insurance Services,Both Sexes,34.96,0.69,35.65
1994Q4,Financial and Insurance Services,Both Sexes,35.41,0.75,36.16
1995Q1,Financial and Insurance Services,Both Sexes,34.91,0.72,35.62
1995Q2,Financial and Insurance Services,Both Sexes,34.55,0.82,35.38
1995Q3,Financial and Insurance Services,Both Sexes,34.58,0.61,35.19
1995Q4,Financial and Insurance Services,Both Sexes,34.47,0.8,35.28
1996Q1,Financial and Insurance Services,Both Sexes,34.47,0.7,35.17
1996Q2,Financial and Insurance Services,Both Sexes,34.52,0.64,35.16
1996Q3,Financial and Insurance Services,Both Sexes,34.74,0.45,35.19
1996Q4,Financial and Insurance Services,Both Sexes,34.52,0.58,35.1
1997Q1,Financial and Insurance Services,Both Sexes,34.15,0.63,34.78
1997Q2,Financial and Insurance Services,Both Sexes,34.27,0.53,34.8
1997Q3,Financial and Insurance Services,Both Sexes,33.74,0.63,34.37
1997Q4,Financial and Insurance Services,Both Sexes,33.34,0.69,34.03
1998Q1,Financial and Insurance Services,Both Sexes,32.9,0.63,33.53
1998Q2,Financial and Insurance Services,Both Sexes,33.87,0.71,34.58
1998Q3,Financial and Insurance Services,Both Sexes,34.21,0.72,34.93
1998Q4,Financial and Insurance Services,Both Sexes,34.36,0.67,35.03
1999Q1,Financial and Insurance Services,Both Sexes,33.98,0.66,34.63
1999Q2,Financial and Insurance Services,Both Sexes,34.46,0.72,35.18
1999Q3,Financial and Insurance Services,Both Sexes,34.48,0.53,35.01
1999Q4,Financial and Insurance Services,Both Sexes,34.45,0.53,34.98
2000Q1,Financial and Insurance Services,Both Sexes,34.95,0.5,35.46
2000Q2,Financial and Insurance Services,Both Sexes,34,0.44,34.45
2000Q3,Financial and Insurance Services,Both Sexes,34.53,0.4,34.93
2000Q4,Financial and Insurance Services,Both Sexes,34.42,0.42,34.84
2001Q1,Financial and Insurance Services,Both Sexes,34.4,0.44,34.84
2001Q2,Financial and Insurance Services,Both Sexes,34.68,0.44,35.11
2001Q3,Financial and Insurance Services,Both Sexes,34.78,0.36,35.14
2001Q4,Financial and Insurance Services,Both Sexes,34.55,0.37,34.92
2002Q1,Financial and Insurance Services,Both Sexes,34.55,0.44,34.99
2002Q2,Financial and Insurance Services,Both Sexes,34.48,0.43,34.91
2002Q3,Financial and Insurance Services,Both Sexes,34.21,0.38,34.58
2002Q4,Financial and Insurance Services,Both Sexes,34.76,0.41,35.18
2003Q1,Financial and Insurance Services,Both Sexes,34.14,0.43,34.57
2003Q2,Financial and Insurance Services,Both Sexes,34.15,0.41,34.57
2003Q3,Financial and Insurance Services,Both Sexes,33.91,0.46,34.37
2003Q4,Financial and Insurance Services,Both Sexes,32.96,0.46,33.43
2004Q1,Financial and Insurance Services,Both Sexes,33.82,0.37,34.19
2004Q2,Financial and Insurance Services,Both Sexes,34.1,0.4,34.5
2004Q3,Financial and Insurance Services,Both Sexes,33.6,0.31,33.91
2004Q4,Financial and Insurance Services,Both Sexes,33.67,0.35,34.02
2005Q1,Financial and Insurance Services,Both Sexes,33.12,0.41,33.53
2005Q2,Financial and Insurance Services,Both Sexes,33.03,0.34,33.37
2005Q3,Financial and Insurance Services,Both Sexes,32.34,0.35,32.69
2005Q4,Financial and Insurance Services,Both Sexes,32.01,0.36,32.37
2006Q1,Financial and Insurance Services,Both Sexes,32.78,0.34,33.12
2006Q2,Financial and Insurance Services,Both Sexes,33.7,0.37,34.07
2006Q3,Financial and Insurance Services,Both Sexes,33.7,0.29,33.99
2006Q4,Financial and Insurance Services,Both Sexes,33.88,0.29,34.17
2007Q1,Financial and Insurance Services,Both Sexes,33.86,0.32,34.18
2007Q2,Financial and Insurance Services,Both Sexes,34.07,0.29,34.36
2007Q3,Financial and Insurance Services,Both Sexes,34.19,0.2,34.39
2007Q4,Financial and Insurance Services,Both Sexes,33.59,0.19,33.78
2008Q1,Financial and Insurance Services,Both Sexes,33.4,0.2,33.6
2008Q2,Financial and Insurance Services,Both Sexes,33.53,0.2,33.73
2008Q3,Financial and Insurance Services,Both Sexes,33.44,0.17,33.61
2008Q4,Financial and Insurance Services,Both Sexes,33.28,0.16,33.44
2009Q1,Financial and Insurance Services,Both Sexes,33.62,0.18,33.8
2009Q2,Financial and Insurance Services,Both Sexes,33.41,0.13,33.55
2009Q3,Financial and Insurance Services,Both Sexes,33.48,0.17,33.66
2009Q4,Financial and Insurance Services,Both Sexes,33.58,0.18,33.75
2010Q1,Financial and Insurance Services,Both Sexes,33.75,0.28,34.03
2010Q2,Financial and Insurance Services,Both Sexes,33.87,0.21,34.07
2010Q3,Financial and Insurance Services,Both Sexes,33.54,0.19,33.73
2010Q4,Financial and Insurance Services,Both Sexes,33.92,0.21,34.13
2011Q1,Financial and Insurance Services,Both Sexes,34.84,0.29,35.13
2011Q2,Financial and Insurance Services,Both Sexes,34.52,0.22,34.74
2011Q3,Financial and Insurance Services,Both Sexes,34.32,0.19,34.51
2011Q4,Financial and Insurance Services,Both Sexes,34.18,0.21,34.38
2012Q1,Financial and Insurance Services,Both Sexes,34.39,0.25,34.64
2012Q2,Financial and Insurance Services,Both Sexes,34.94,0.19,35.13
2012Q3,Financial and Insurance Services,Both Sexes,34.98,0.16,35.14
2012Q4,Financial and Insurance Services,Both Sexes,35.14,0.19,35.33
2013Q1,Financial and Insurance Services,Both Sexes,34.85,0.19,35.04
2013Q2,Financial and Insurance Services,Both Sexes,34.63,0.2,34.83
2013Q3,Financial and Insurance Services,Both Sexes,34.48,0.16,34.64
2013Q4,Financial and Insurance Services,Both Sexes,34.38,0.19,34.58
2014Q1,Financial and Insurance Services,Both Sexes,35.08,0.26,35.34
2014Q2,Financial and Insurance Services,Both Sexes,34.78,0.22,35
2014Q3,Financial and Insurance Services,Both Sexes,34.76,0.18,34.94
2014Q4,Financial and Insurance Services,Both Sexes,35.71,0.24,35.96
2015Q1,Financial and Insurance Services,Both Sexes,35.14,0.25,35.4
2015Q2,Financial and Insurance Services,Both Sexes,35.32,0.27,35.59
2015Q3,Financial and Insurance Services,Both Sexes,34.95,0.21,35.16
2015Q4,Financial and Insurance Services,Both Sexes,34.33,0.2,34.52
2016Q1,Financial and Insurance Services,Both Sexes,34.06,0.25,34.31
2016Q2,Financial and Insurance Services,Both Sexes,35.36,0.21,35.57
2016Q3,Financial and Insurance Services,Both Sexes,35.15,0.21,35.35
2016Q4,Financial and Insurance Services,Both Sexes,34.85,0.22,35.06
2017Q1,Financial and Insurance Services,Both Sexes,35.03,0.38,35.41
2017Q2,Financial and Insurance Services,Both Sexes,34.81,0.36,35.16
2017Q3,Financial and Insurance Services,Both Sexes,34.76,0.37,35.13
2017Q4,Financial and Insurance Services,Both Sexes,35.01,0.26,35.26
2018Q1,Financial and Insurance Services,Both Sexes,34.84,0.35,35.2
2018Q2,Financial and Insurance Services,Both Sexes,34.74,0.3,35.04
2018Q3,Financial and Insurance Services,Both Sexes,35.15,0.18,35.33
2018Q4,Financial and Insurance Services,Both Sexes,34.86,0.22,35.08
1989Q1,"Rental, Hiring and Real Estate Services",Male,36.7,0.22,36.93
1989Q2,"Rental, Hiring and Real Estate Services",Male,36.14,0.21,36.34
1989Q3,"Rental, Hiring and Real Estate Services",Male,36.1,0.2,36.3
1989Q4,"Rental, Hiring and Real Estate Services",Male,35.76,0.21,35.97
1990Q1,"Rental, Hiring and Real Estate Services",Male,35.35,0.21,35.56
1990Q2,"Rental, Hiring and Real Estate Services",Male,35.09,0.18,35.27
1990Q3,"Rental, Hiring and Real Estate Services",Male,34.88,0.17,35.05
1990Q4,"Rental, Hiring and Real Estate Services",Male,34.7,0.18,34.87
1991Q1,"Rental, Hiring and Real Estate Services",Male,34.26,0.16,34.42
1991Q2,"Rental, Hiring and Real Estate Services",Male,34.18,0.14,34.32
1991Q3,"Rental, Hiring and Real Estate Services",Male,33.78,0.13,33.9
1991Q4,"Rental, Hiring and Real Estate Services",Male,33.8,0.15,33.94
1992Q1,"Rental, Hiring and Real Estate Services",Male,34.19,0.13,34.31
1992Q2,"Rental, Hiring and Real Estate Services",Male,34.07,0.12,34.19
1992Q3,"Rental, Hiring and Real Estate Services",Male,33.68,0.11,33.79
1992Q4,"Rental, Hiring and Real Estate Services",Male,33.73,0.13,33.86
1993Q1,"Rental, Hiring and Real Estate Services",Male,34.47,0.13,34.6
1993Q2,"Rental, Hiring and Real Estate Services",Male,33.75,0.12,33.87
1993Q3,"Rental, Hiring and Real Estate Services",Male,33.69,0.11,33.8
1993Q4,"Rental, Hiring and Real Estate Services",Male,34.1,0.13,34.22
1994Q1,"Rental, Hiring and Real Estate Services",Male,34.97,0.12,35.09
1994Q2,"Rental, Hiring and Real Estate Services",Male,34.95,0.11,35.06
1994Q3,"Rental, Hiring and Real Estate Services",Male,34.23,0.11,34.34
1994Q4,"Rental, Hiring and Real Estate Services",Male,34.23,0.12,34.36
1995Q1,"Rental, Hiring and Real Estate Services",Male,35.12,0.12,35.24
1995Q2,"Rental, Hiring and Real Estate Services",Male,34.93,0.11,35.04
1995Q3,"Rental, Hiring and Real Estate Services",Male,34.31,0.12,34.43
1995Q4,"Rental, Hiring and Real Estate Services",Male,34.28,0.12,34.4
1996Q1,"Rental, Hiring and Real Estate Services",Male,35.65,0.12,35.77
1996Q2,"Rental, Hiring and Real Estate Services",Male,35.02,0.09,35.11
1996Q3,"Rental, Hiring and Real Estate Services",Male,35.05,0.08,35.13
1996Q4,"Rental, Hiring and Real Estate Services",Male,35.73,0.09,35.82
1997Q1,"Rental, Hiring and Real Estate Services",Male,35.47,0.09,35.57
1997Q2,"Rental, Hiring and Real Estate Services",Male,35.77,0.09,35.85
1997Q3,"Rental, Hiring and Real Estate Services",Male,35.39,0.09,35.48
1997Q4,"Rental, Hiring and Real Estate Services",Male,35.75,0.07,35.82
1998Q1,"Rental, Hiring and Real Estate Services",Male,35.95,0.09,36.04
1998Q2,"Rental, Hiring and Real Estate Services",Male,35.64,0.07,35.71
1998Q3,"Rental, Hiring and Real Estate Services",Male,35.64,0.06,35.7
1998Q4,"Rental, Hiring and Real Estate Services",Male,35.58,0.07,35.65
1999Q1,"Rental, Hiring and Real Estate Services",Male,34.86,0.07,34.92
1999Q2,"Rental, Hiring and Real Estate Services",Male,34.3,0.07,34.38
1999Q3,"Rental, Hiring and Real Estate Services",Male,34.66,0.08,34.74
1999Q4,"Rental, Hiring and Real Estate Services",Male,34.84,0.07,34.91
2000Q1,"Rental, Hiring and Real Estate Services",Male,34.59,0.07,34.66
2000Q2,"Rental, Hiring and Real Estate Services",Male,33.94,0.08,34.02
2000Q3,"Rental, Hiring and Real Estate Services",Male,34.39,0.11,34.5
2000Q4,"Rental, Hiring and Real Estate Services",Male,33.12,0.08,33.21
2001Q1,"Rental, Hiring and Real Estate Services",Male,33.31,0.08,33.4
2001Q2,"Rental, Hiring and Real Estate Services",Male,34.01,0.07,34.08
2001Q3,"Rental, Hiring and Real Estate Services",Male,34.46,0.06,34.53
2001Q4,"Rental, Hiring and Real Estate Services",Male,33.81,0.07,33.88
2002Q1,"Rental, Hiring and Real Estate Services",Male,34.63,0.07,34.71
2002Q2,"Rental, Hiring and Real Estate Services",Male,34.98,0.06,35.04
2002Q3,"Rental, Hiring and Real Estate Services",Male,35.03,0.06,35.09
2002Q4,"Rental, Hiring and Real Estate Services",Male,34.28,0.07,34.35
2003Q1,"Rental, Hiring and Real Estate Services",Male,35.17,0.08,35.25
2003Q2,"Rental, Hiring and Real Estate Services",Male,34.62,0.08,34.7
2003Q3,"Rental, Hiring and Real Estate Services",Male,35.84,0.09,35.93
2003Q4,"Rental, Hiring and Real Estate Services",Male,34.49,0.11,34.6
2004Q1,"Rental, Hiring and Real Estate Services",Male,35.93,0.12,36.06
2004Q2,"Rental, Hiring and Real Estate Services",Male,35.04,0.13,35.17
2004Q3,"Rental, Hiring and Real Estate Services",Male,34.66,0.12,34.78
2004Q4,"Rental, Hiring and Real Estate Services",Male,35.13,0.13,35.26
2005Q1,"Rental, Hiring and Real Estate Services",Male,35.61,0.14,35.75
2005Q2,"Rental, Hiring and Real Estate Services",Male,34.88,0.24,35.12
2005Q3,"Rental, Hiring and Real Estate Services",Male,33.5,0.21,33.71
2005Q4,"Rental, Hiring and Real Estate Services",Male,33.38,0.17,33.55
2006Q1,"Rental, Hiring and Real Estate Services",Male,34.94,0.22,35.16
2006Q2,"Rental, Hiring and Real Estate Services",Male,34.77,0.19,34.96
2006Q3,"Rental, Hiring and Real Estate Services",Male,34.91,0.21,35.12
2006Q4,"Rental, Hiring and Real Estate Services",Male,35.31,0.23,35.54
2007Q1,"Rental, Hiring and Real Estate Services",Male,34.78,0.26,35.04
2007Q2,"Rental, Hiring and Real Estate Services",Male,34.53,0.22,34.75
2007Q3,"Rental, Hiring and Real Estate Services",Male,34.83,0.3,35.13
2007Q4,"Rental, Hiring and Real Estate Services",Male,34.9,0.31,35.22
2008Q1,"Rental, Hiring and Real Estate Services",Male,34.81,0.35,35.17
2008Q2,"Rental, Hiring and Real Estate Services",Male,34.6,0.36,34.95
2008Q3,"Rental, Hiring and Real Estate Services",Male,34.91,0.4,35.31
2008Q4,"Rental, Hiring and Real Estate Services",Male,34.91,0.41,35.32
2009Q1,"Rental, Hiring and Real Estate Services",Male,35.43,0.45,35.88
2009Q2,"Rental, Hiring and Real Estate Services",Male,36.68,0.59,37.28
2009Q3,"Rental, Hiring and Real Estate Services",Male,33.99,0.19,34.18
2009Q4,"Rental, Hiring and Real Estate Services",Male,33.59,0.23,33.82
2010Q1,"Rental, Hiring and Real Estate Services",Male,33.09,0.21,33.3
2010Q2,"Rental, Hiring and Real Estate Services",Male,33.17,0.29,33.46
2010Q3,"Rental, Hiring and Real Estate Services",Male,34.67,0.25,34.92
2010Q4,"Rental, Hiring and Real Estate Services",Male,33.6,0.4,34
2011Q1,"Rental, Hiring and Real Estate Services",Male,33.53,0.29,33.82
2011Q2,"Rental, Hiring and Real Estate Services",Male,34.03,0.47,34.5
2011Q3,"Rental, Hiring and Real Estate Services",Male,36.06,0.25,36.31
2011Q4,"Rental, Hiring and Real Estate Services",Male,37.18,0.26,37.45
2012Q1,"Rental, Hiring and Real Estate Services",Male,36.79,0.51,37.29
2012Q2,"Rental, Hiring and Real Estate Services",Male,37.82,0.26,38.07
2012Q3,"Rental, Hiring and Real Estate Services",Male,37.28,0.22,37.5
2012Q4,"Rental, Hiring and Real Estate Services",Male,36.16,0.24,36.4
2013Q1,"Rental, Hiring and Real Estate Services",Male,37.2,0.41,37.61
2013Q2,"Rental, Hiring and Real Estate Services",Male,37.18,0.43,37.61
2013Q3,"Rental, Hiring and Real Estate Services",Male,36.81,0.53,37.34
2013Q4,"Rental, Hiring and Real Estate Services",Male,39.65,0.37,40.02
2014Q1,"Rental, Hiring and Real Estate Services",Male,40.75,0.69,41.44
2014Q2,"Rental, Hiring and Real Estate Services",Male,36.06,0.34,36.39
2014Q3,"Rental, Hiring and Real Estate Services",Male,36.41,0.22,36.63
2014Q4,"Rental, Hiring and Real Estate Services",Male,39.81,0.27,40.08
2015Q1,"Rental, Hiring and Real Estate Services",Male,34.96,0.43,35.39
2015Q2,"Rental, Hiring and Real Estate Services",Male,36.66,0.21,36.87
2015Q3,"Rental, Hiring and Real Estate Services",Male,37.86,0.29,38.15
2015Q4,"Rental, Hiring and Real Estate Services",Male,35.99,0.18,36.16
2016Q1,"Rental, Hiring and Real Estate Services",Male,38.24,0.33,38.58
2016Q2,"Rental, Hiring and Real Estate Services",Male,39.63,0.29,39.92
2016Q3,"Rental, Hiring and Real Estate Services",Male,37.46,0.2,37.67
2016Q4,"Rental, Hiring and Real Estate Services",Male,37.58,0.31,37.89
2017Q1,"Rental, Hiring and Real Estate Services",Male,37.45,0.19,37.64
2017Q2,"Rental, Hiring and Real Estate Services",Male,39.01,0.24,39.26
2017Q3,"Rental, Hiring and Real Estate Services",Male,38.15,0.28,38.42
2017Q4,"Rental, Hiring and Real Estate Services",Male,38.51,0.32,38.82
2018Q1,"Rental, Hiring and Real Estate Services",Male,36.99,0.25,37.24
2018Q2,"Rental, Hiring and Real Estate Services",Male,37.44,0.19,37.63
2018Q3,"Rental, Hiring and Real Estate Services",Male,36.78,0.2,36.98
2018Q4,"Rental, Hiring and Real Estate Services",Male,38.62,0.24,38.86
1989Q1,"Rental, Hiring and Real Estate Services",Female,31.5,0.26,31.76
1989Q2,"Rental, Hiring and Real Estate Services",Female,31.82,0.21,32.03
1989Q3,"Rental, Hiring and Real Estate Services",Female,31.32,0.2,31.52
1989Q4,"Rental, Hiring and Real Estate Services",Female,31.82,0.22,32.04
1990Q1,"Rental, Hiring and Real Estate Services",Female,31.22,0.2,31.43
1990Q2,"Rental, Hiring and Real Estate Services",Female,31.41,0.2,31.61
1990Q3,"Rental, Hiring and Real Estate Services",Female,31.16,0.21,31.37
1990Q4,"Rental, Hiring and Real Estate Services",Female,30.49,0.19,30.68
1991Q1,"Rental, Hiring and Real Estate Services",Female,30.08,0.19,30.27
1991Q2,"Rental, Hiring and Real Estate Services",Female,30.09,0.17,30.26
1991Q3,"Rental, Hiring and Real Estate Services",Female,29.78,0.15,29.92
1991Q4,"Rental, Hiring and Real Estate Services",Female,29.76,0.15,29.91
1992Q1,"Rental, Hiring and Real Estate Services",Female,29.86,0.15,30
1992Q2,"Rental, Hiring and Real Estate Services",Female,29.42,0.12,29.54
1992Q3,"Rental, Hiring and Real Estate Services",Female,29.34,0.11,29.46
1992Q4,"Rental, Hiring and Real Estate Services",Female,29.34,0.13,29.47
1993Q1,"Rental, Hiring and Real Estate Services",Female,29.79,0.15,29.95
1993Q2,"Rental, Hiring and Real Estate Services",Female,28.7,0.12,28.82
1993Q3,"Rental, Hiring and Real Estate Services",Female,28.2,0.12,28.32
1993Q4,"Rental, Hiring and Real Estate Services",Female,28.45,0.13,28.58
1994Q1,"Rental, Hiring and Real Estate Services",Female,29.78,0.15,29.93
1994Q2,"Rental, Hiring and Real Estate Services",Female,29.22,0.13,29.35
1994Q3,"Rental, Hiring and Real Estate Services",Female,29.11,0.13,29.24
1994Q4,"Rental, Hiring and Real Estate Services",Female,28.93,0.12,29.05
1995Q1,"Rental, Hiring and Real Estate Services",Female,30.32,0.14,30.47
1995Q2,"Rental, Hiring and Real Estate Services",Female,29.22,0.1,29.33
1995Q3,"Rental, Hiring and Real Estate Services",Female,28.99,0.1,29.09
1995Q4,"Rental, Hiring and Real Estate Services",Female,28.72,0.11,28.82
1996Q1,"Rental, Hiring and Real Estate Services",Female,30.47,0.14,30.62
1996Q2,"Rental, Hiring and Real Estate Services",Female,29.59,0.1,29.69
1996Q3,"Rental, Hiring and Real Estate Services",Female,29.79,0.09,29.88
1996Q4,"Rental, Hiring and Real Estate Services",Female,30.19,0.11,30.3
1997Q1,"Rental, Hiring and Real Estate Services",Female,30.62,0.11,30.73
1997Q2,"Rental, Hiring and Real Estate Services",Female,30.22,0.09,30.31
1997Q3,"Rental, Hiring and Real Estate Services",Female,29.86,0.09,29.94
1997Q4,"Rental, Hiring and Real Estate Services",Female,30.12,0.08,30.2
1998Q1,"Rental, Hiring and Real Estate Services",Female,30.01,0.11,30.12
1998Q2,"Rental, Hiring and Real Estate Services",Female,30.68,0.08,30.76
1998Q3,"Rental, Hiring and Real Estate Services",Female,31.34,0.06,31.41
1998Q4,"Rental, Hiring and Real Estate Services",Female,31.42,0.08,31.5
1999Q1,"Rental, Hiring and Real Estate Services",Female,30.58,0.1,30.68
1999Q2,"Rental, Hiring and Real Estate Services",Female,30.31,0.09,30.41
1999Q3,"Rental, Hiring and Real Estate Services",Female,29.68,0.11,29.78
1999Q4,"Rental, Hiring and Real Estate Services",Female,29.74,0.19,29.94
2000Q1,"Rental, Hiring and Real Estate Services",Female,29.57,0.13,29.7
2000Q2,"Rental, Hiring and Real Estate Services",Female,29.53,0.16,29.69
